feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
CBM34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	155.26067	169.82344	68.99127	222.82673	342.33045	207.04261	119.60773	336.81195	168.16864	314.61827	158.28534	204.24942	115.55845	130.38372	323.79302	127.34217	169.14169	268.97704	133.45434	208.35814	167.54281	170.96887	192.38611	121.28717	181.54726	167.13982	224.20263	53.50888	126.66866	97.73234	306.74276	203.81174	195.4593	163.1358	158.82862	132.78908	255.34103	121.96422	160.61688	175.92186	288.31016	144.14458	168.1439	111.73467	177.36217	168.99247	145.32004	107.10269	95.15053	256.42269	143.93677	206.36768	157.84084	140.64184	122.99234	154.13556	125.40613	119.55114
CBM35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.09618	56.9007	28.96843	30.09614	38.14268	22.17374	25.12893	5.33471	23.70831	10.56153	22.63673	37.90604	57.48233	45.96953	37.90907	43.44492	28.29408	10.57576	39.94578	14.02224	20.57645	37.02673	23.24499	38.62603	92.36437	29.90638	42.00108	27.30739	11.37608	67.13174	11.99591	37.54063	51.00206	7.11904	67.79509	25.23238	7.63353	52.72324	35.19723	47.37709	50.96787	28.71475	92.0687	64.97648	42.2216	30.49135	9.25892	36.9853	43.07349	61.21093	29.51218	41.74145	58.92768	35.91544	37.35552	8.05251	41.13431	43.23649
CBM36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28089	0.65344	0.39171	1.09998	1.13371	NA	NA	NA	NA	0.44846	NA	NA	2.24488	0.54482	1.73801	NA	NA	NA	NA	0.66265	0.61116	1.79805	NA	NA	8.97974	NA	0.27866	NA	NA	0.32552	NA	2.45956	NA	NA	4.19353	NA	3.43085	1.72198	0.42284	NA	1.9241	0.29822	0.50639	2.57164	NA	0.89611	NA	4.38692	NA	3.15686	1.70233	2.39707	NA	NA	NA	NA	5.29927
CBM37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0365	NA	17.23924	3.84581	10.36501	8.25973	NA	NA	NA	0.87781	NA	NA	5.19871	16.28858	NA	66.66197	NA	NA	1.71918	1.93499	2.40989	NA	NA	NA	3.11772	18.68896	4.43885	NA	5.83541	11.96811	NA	3.04824	NA	NA	0.681	0.91883	10.24389	NA	24.58756	NA	332.00016	0.59656	NA	15.58574	NA	NA	NA	NA	5.41334	177.99591	NA	9.01378	35.73862	NA	0.80737	NA	NA
CBM38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.86521	13.30937	3.78895	15.11209	5.93804	8.33943	1.14264	71.69022	12.09204	NA	2.02938	7.72771	1.8682	17.68619	1.44865	5.41054	3.94595	66.05404	5.99611	14.9316	6.00941	8.71506	1.77213	NA	9.73691	8.1063	4.04654	29.52541	21.08913	2.90775	8.91476	5.33374	0.28915	NA	4.59319	9.98198	6.31142	6.99528	23.84506	2.55542	19.36379	12.28739	4.15331	11.69323	NA	3.96965	9.21278	8.34211	2.14395	33.38835	1.55463	2.41546	5.68907	0.54572	4.2092	7.20732	4.31338
CBM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.66264	102.94198	29.1862	78.46895	177.06078	108.6251	18.65218	12.89728	24.45565	189.72755	283.62557	57.89216	18.85152	37.34361	180.96941	65.73729	42.83652	2.51912	38.68638	129.78809	59.89155	54.03903	151.36727	82.69435	130.52008	99.05218	208.78784	231.84371	173.17969	43.86654	99.95385	55.68917	197.03541	286.86539	46.72972	112.19028	31.86874	253.51999	137.18551	105.19383	218.41383	28.72767	111.49177	3.67589	115.89395	152.95147	146.22583	13.14451	9.00255	72.63835	21.02452	187.46375	48.90076	84.27605	115.9439	32.59742	7.26832	13.12923
CBM40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.61303	0.75531	13.84381	1.32987	1.82345	4.40649	1.52358	3.59742	5.43266	0.26543	13.50314	12.9008	21.41293	8.35774	1.25597	5.06274	3.74181	16.61614	3.95142	0.56354	1.12357	2.90512	1.38274	4.1439	2.74062	1.04155	7.84076	1.68803	NA	15.74753	0.44105	2.63749	3.32552	2.16661	8.00513	1.65323	0.61615	1.49133	5.65669	4.30675	4.49771	1.2865	3.44237	31.23235	7.118	3.74636	1.79339	10.06843	9.72763	2.37839	1.6049	1.35768	4.37304	3.19784	3.19121	4.86361	8.49437	7.08203
CBM41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07659	30.02231	1.25293	2.60459	12.8296	17.23296	7.26273	3.96044	2.81603	0.80152	1.20318	54.15069	NA	4.44899	53.09481	36.99244	4.64462	26.8913	2.70351	2.98869	20.54569	13.80029	4.60983	10.0051	9.28269	4.67977	2.9241	4.29029	20.00809	4.96668	31.39551	20.06941	2.27543	13.92593	6.94618	8.25126	12.80482	6.40762	14.38078	37.99807	17.3738	18.50597	1.06679	3.01914	3.45425	2.42727	3.99478	4.15839	NA	5.56559	6.40508	1.80253	1.54882	8.48415	3.29388	1.25439	3.32846	4.70119
CBM42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86166	0.78238	0.84896	0.66853	2.57341	2.80753	1.44549	0.53033	1.53994	NA	0.40821	2.11398	6.24963	4.41943	0.92537	1.64483	2.78863	NA	2.23435	1.59437	1.01122	1.58744	0.20039	13.04066	3.24003	5.82085	3.32059	1.01143	6.26969	1.02525	3.31609	2.04027	2.80417	1.78831	1.91687	2.55681	0.41817	2.00379	1.48671	1.20091	1.10415	0.98205	5.2555	2.3532	2.92057	NA	0.68453	1.5527	3.17671	1.04786	0.95976	5.65066	5.09859	1.1218	0.28722	4.76983	1.66128	4.53953
CBM44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48711	NA	NA	1.504	NA	NA	NA	NA	NA	NA	2.93691	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57445	NA	NA	NA
CBM47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4039	0.57588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51488	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBM48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	966.52745	915.63227	589.56148	1106.74911	999.64835	698.34579	585.00627	1067.16675	1021.76091	1117.94093	1113.84616	758.35094	531.48678	667.16305	1062.37457	882.70998	920.51924	1195.88752	979.60149	1032.85795	728.63203	1026.83327	1045.57487	806.25628	1070.76934	951.64028	1086.97015	813.23189	863.24147	634.51305	937.49974	1028.66047	929.62268	1057.42695	950.44336	825.55535	912.51804	874.86808	735.43389	881.07388	1051.18893	1024.57979	789.79806	662.26539	1037.5805	1188.70128	970.34673	577.07011	943.30401	923.50623	806.69204	918.13878	1009.94124	1000.55869	1021.60272	641.99404	587.54045	832.99605
CBM5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94262	10.47115	5.53178	NA	28.26832	0.74811	1.50288	2.98385	0.98107	NA	9.73388	6.4388	5.07527	NA	NA	NA	9.39424	1.02827	5.94442	8.6695	2.65591	6.25559	4.39658	NA	NA	5.34666	4.83683	NA	12.70548	7.79692	8.45705	13.64768	6.57063	0.66023	NA	0.97162	3.81033	3.91696	7.36	4.37999	9.29024	10.31845	5.33429	3.66335	1.39419	19.08653	5.05421	6.9876	7.7439	7.58702	0.87096	5.32157	1.26166	1.40848	41.51251	13.16081	1.60899
CBM50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2181.10901	1607.31961	1714.94049	1734.49969	2068.27626	1694.90458	1431.20314	1330.64473	1700.47644	1432.05296	1607.99058	1505.20901	1732.621	1624.50363	1967.07644	1650.47359	1649.29826	1663.17234	1392.84147	1317.83849	1584.12522	1437.27693	1609.27656	1423.49188	1393.6498	1581.95677	1562.88599	1756.57805	1700.68562	1555.5516	1868.34723	1625.00334	1703.26329	1661.47724	1489.31561	1531.83122	1679.25794	1611.17845	1609.47032	1557.68089	1653.19585	1528.22394	1215.26851	1573.67739	1503.23739	1851.39424	1599.30987	1500.7505	1707.28227	1364.24994	1482.11865	1393.86688	1723.48546	1706.70954	1804.15672	1653.0346	1695.22224	1543.13727
CBM51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.76714	71.43586	157.94728	66.81263	81.87727	68.31213	55.12882	69.14209	109.76696	118.00258	88.07931	145.62293	118.09341	76.90539	78.9933	61.35891	37.3347	40.07664	84.24892	166.73141	78.73027	115.36505	126.66915	76.55006	53.06582	135.08211	103.53057	48.26051	239.8131	108.7352	64.19391	93.02952	140.42861	54.98892	84.63146	165.27518	92.04444	57.08612	124.44726	100.56831	62.88458	119.50679	135.56914	169.09255	102.99302	39.10671	26.20159	94.4875	73.96677	74.99111	130.00251	72.12294	118.50402	81.98821	76.62319	62.85612	223.82115	108.33173
CBM54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.75944	8.51422	23.66096	12.94965	11.66011	33.72111	28.7016	NA	2.39942	16.96813	18.49953	38.11833	9.45109	33.81353	7.43124	13.31408	11.30077	7.20505	1.15345	1.91698	35.03488	33.66229	11.59773	61.95637	18.18278	4.42758	21.89884	16.65168	NA	40.49821	14.5124	24.52708	8.89921	12.33619	13.64129	11.08117	2.3982	34.81855	14.31751	48.21272	16.13999	15.17279	17.03465	12.69725	17.4728	1.68474	10.5394	26.22883	5.88288	18.89145	26.84526	9.97901	17.88948	9.94608	1.8534	14.86201	9.84425	23.49498
CBM56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69124	NA	0.55872	0.54591	NA	NA	0.26744	NA	1.0289	0.51032	NA	NA	NA	NA	NA	NA	NA	1.71179	0.58933	NA	NA	NA	0.50855	NA	NA	NA	NA	1.69095	NA	NA	0.31967	0.44331	NA	NA	NA	0.26714	0.73952	0.84218	NA	NA	1.05611	NA	NA	NA	NA	NA	0.62943	0.26031	NA	NA	NA	NA	NA
CBM57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.05819	11.87871	71.97048	33.00075	34.8627	33.23085	24.89386	53.3585	98.17324	34.95702	32.93056	55.96129	50.12065	30.2939	50.09791	146.18275	229.07099	48.33911	103.58753	28.28656	26.33559	11.91158	32.37679	34.32103	88.58956	47.37581	38.81909	474.32019	89.75833	23.20034	50.85704	16.5017	24.97164	174.69704	61.87304	21.41035	127.94931	262.02842	26.06253	35.29315	44.98052	48.90969	41.72717	24.10334	32.05792	296.63325	17.48212	16.42758	20.25688	21.31757	63.98292	17.73829	53.24506	29.51773	226.48774	13.84924	21.88558	12.51458
CBM58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.16101	8.00823	17.44044	5.00512	31.28443	4.27678	4.98328	40.37525	34.47495	12.65942	25.61723	30.50534	12.28978	4.02976	41.01063	3.77098	7.85191	40.51123	48.34372	3.61108	1.25912	0.59631	16.44548	4.74171	33.70737	4.15209	2.76658	2.06078	22.19312	8.67394	0.31756	0.46264	13.60927	11.14755	23.94161	12.29331	19.83903	2.60444	20.22668	13.33239	4.45518	8.78576	6.84486	30.83231	2.15124	9.83031	2.2354	8.85809	15.07897	7.01259	5.15914	8.20984	77.14694	4.84304	15.66552	4.74443	7.99898	8.04607
CBM6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.79797	23.22973	49.49621	71.01157	53.67331	60.43653	58.425	76.21694	61.53698	34.45049	60.79886	68.92197	34.72445	68.70739	85.5931	134.6915	117.87946	60.25963	74.31699	63.16488	63.75231	39.02189	37.95591	53.72549	214.20537	70.66827	42.52505	230.43575	19.21814	98.87656	80.9367	32.01637	43.98537	131.45845	169.47883	39.42225	64.77238	162.05266	10.11423	103.11379	52.94904	102.78048	45.34497	57.96865	35.94835	177.48795	198.45388	34.26592	28.88756	40.42254	125.91522	40.63334	113.00289	30.24473	129.17366	52.34218	34.37236	49.3466
CBM61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.38978	55.33923	17.14908	86.28019	224.56099	62.02668	18.4418	22.28851	27.67931	43.50947	43.16582	53.87223	29.2209	66.61663	137.22456	35.90016	34.53843	33.05471	30.29915	10.81353	40.56587	56.61718	85.22184	34.21639	72.39073	41.32547	66.15319	48.52631	104.80763	59.77637	39.99048	71.45003	83.94224	83.51794	33.80996	6.66064	38.98748	88.05875	109.48477	100.17803	37.02754	17.15986	42.71585	20.44788	45.07525	14.75541	17.33776	12.50434	20.0869	51.02244	14.84604	103.40933	60.60742	37.74164	10.39203	21.49183	10.67731	13.37025
CBM62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.14012	16.92941	38.58472	40.68351	76.92397	58.79883	81.50148	21.68971	172.29103	75.1718	44.45227	80.97165	96.16207	39.18916	105.90635	62.43148	51.74524	25.18659	148.82437	43.46074	33.11848	25.55476	40.13124	28.3864	48.77124	198.62708	127.66978	86.61874	108.52456	88.89833	25.88245	42.17124	24.84757	57.09794	90.85912	173.66001	30.95705	92.84491	48.67466	83.13618	22.49267	176.95328	80.84641	59.98653	88.48303	90.32829	25.86549	37.13482	64.94458	36.17991	190.73697	64.59497	131.21069	74.89703	101.13102	29.68946	42.92183	52.41063
CBM63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBM65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.67193	53.35756	NA	7.55256	32.37094	0.7381	11.99325	9.123	5.68643	20.68231	13.45949	2.31975	4.40531	0.96503	15.7648	14.5319	17.61113	8.04733	48.95762	NA	4.39803	6.86395	7.58736	8.83056	94.14644	10.70416	20.23212	17.16059	12.95255	4.97745	5.3539	12.41998	17.3842	20.6168	22.8195	11.2287	1.31803	37.65154	20.81377	8.28955	4.34438	66.119	76.3196	14.19839	16.43862	17.54652	0.60105	28.40261	1.82997	6.74205	50.88243	55.242	32.58451	12.7204	10.22788	0.39489	20.38698	1.40823
CBM66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.90028	1.48457	2.63084	6.09445	5.50851	6.1453	2.95975	2.98626	8.82076	3.22145	7.8469	0.5726	6.71504	4.91458	3.77511	3.45845	2.90366	2.50839	1.02113	4.00394	1.11669	2.43308	7.82491	1.63255	1.41222	1.0519	3.8021	4.75122	2.32159	5.80598	0.86346	1.20017	4.09515	1.73457	5.47294	5.40585	3.36323	9.79445	4.41484	4.90983	5.42399	0.52904	NA	5.85262	4.4428	4.18623	2.63073	8.89278	2.99249	7.20071	NA	NA	0.94321	5.40539	11.0077	6.5517	2.52367	2.01288
CBM67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	352.13993	232.16242	375.5203	370.1077	307.48661	239.47824	258.96298	163.57113	521.86912	330.45187	312.46048	311.21339	369.58659	463.63541	285.95722	367.47928	528.03386	205.154	533.47348	292.55396	447.66103	267.31696	285.95316	266.16767	361.1987	382.88274	242.47623	812.76222	300.54424	293.18761	294.3897	229.44229	263.20647	379.83212	384.96052	341.8802	429.46084	634.81256	259.57689	261.80468	286.70087	223.30998	224.28984	328.06688	294.11318	562.63308	221.17183	211.30174	364.14091	280.14586	279.59811	174.2869	296.53875	351.50414	541.25521	207.22543	249.96388	269.46315
CBM68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46082	NA	NA	NA	NA	NA	NA	1.21617	NA	NA	NA	0.33773	0.85433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67271	NA	NA	0.3676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19168	NA	NA	NA	1.31018	NA	NA	NA	0.3367	NA	NA	NA	NA	0.45243
CBM71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79278	NA	NA	1.25287	0.21269	0.15977	NA	0.33768	1.11366	0.25298	0.60826	NA	NA	1.62899	NA	1.1234	1.19914	0.22792	1.56815	0.30336	0.46347	0.55096	NA	NA	0.57759	1.34306	0.48159	4.00499	0.34383	0.96372	0.22191	1.34289	NA	0.46307	NA	0.98653	0.71197	0.21822	1.3441	2.63775	NA	NA	0.38284	3.24613	1.21943	0.82144	0.38451	NA	1.00346	0.7222	0.25828	NA	0.26736	1.11677	1.11959	0.74549	0.57544
CBM74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.88669	57.09092	0.22891	72.76636	22.65146	6.99819	1.43353	20.66938	2.11772	11.6307	3.89686	23.25385	0.36773	15.69509	49.00942	3.39975	0.20636	61.14565	3.36686	1.47435	2.78644	38.34015	49.03247	16.01132	5.07739	4.65687	3.31345	5.63	22.88272	11.50812	9.04816	37.1397	40.57473	8.75324	15.11209	6.90229	40.53704	7.15035	18.11544	23.93544	38.44201	59.67495	5.85889	5.87668	3.9155	6.79935	25.69625	28.93937	46.55249	40.14522	18.03957	43.76836	9.52862	8.74237	18.19891	3.36624	9.3937	57.40505
CBM75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72991	NA	NA	NA	NA	NA	NA	NA	NA	0.30739	NA	NA	NA	NA	NA	NA	NA	NA	0.63029	NA	NA	NA	NA	NA	NA	NA
