feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587751	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587761	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
ko:K00019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.29952	36.04172	51.9832	55.52233	9.98961	23.32973	13.90217	32.57028	21.48707	77.77733	64.04928	51.85053	61.50697	38.45407	17.60841	15.61731	6.29902	13.14622	31.95602	129.4807	29.84288	68.94797	8.6154	28.20733	58.75509	63.30478	96.72756	58.56026	4.79995	24.81722	32.85615	57.24058	8.94673	23.24572	48.12329	33.88643	5.75172	110.26878	43.55967	17.72354	44.81476	19.99366	40.81559	16.97328	109.16175	29.18644	52.55307	38.9176	8.39056	23.45177	14.79719	47.5351	22.95591	176.5	25.65027	55.43152	39.1642	19.81923
ko:K00020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.78035	87.21267	38.35907	43.07386	50.15995	119.80176	79.78602	76.7837	82.28581	25.78834	34.00132	95.7018	94.05283	54.33737	71.64828	22.86009	53.78138	65.90835	29.53987	104.17445	115.52294	62.0615	66.26393	83.11084	25.02669	47.86815	68.33275	59.17835	3.00069	62.23719	132.09657	49.67738	61.22987	28.36456	59.95264	81.70818	37.9072	47.83077	41.17416	56.27886	117.9907	35.9722	38.5403	86.67507	68.89286	55.55608	54.81714	54.23432	30.17034	76.19625	69.74812	44.11475	51.36316	62.98052	50.19365	102.97464	56.35454	59.29648
ko:K00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.95237	NA	0.65631	NA	12.72761	1.12979	NA	2.41073	0.27053	0.26178	35.32114	NA	3.99142	5.39938	1.36263	5.23886	NA	5.33872	1.04159	3.84161	7.42836	3.02497	0.83279	NA	9.55808	2.46402	0.31831	0.19867	5.57684	1.01847	0.85313	1.29667	NA	0.32235	3.60747	0.86841	1.11169	0.95762	NA	NA	3.06707	1.62451	NA	1.56649	0.41921	1.38225	1.91573	NA	0.16007	NA	1.17821	5.17838	6.784	0.34926	8.13207	NA	1.05922
ko:K00022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62071	1.95674	2.52333	NA	NA	NA	NA	NA	NA	NA	0.67918	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93271	NA	NA	NA	NA	NA	0.48982	2.68228	NA	NA	NA	NA	NA	NA	NA	0.49151	0.99389	1.49899	NA	5.87443	NA	NA	NA	NA	2.0738	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62172
ko:K00023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154.49533	23.05413	64.48897	81.95237	179.0343	43.5905	61.177	74.15209	131.70971	50.6397	104.81166	127.60199	83.74969	108.9666	215.09108	2.1198	74.38782	43.96412	127.12374	27.57546	16.24099	97.18929	77.52391	28.22344	37.7936	72.46792	78.86425	84.82348	2.4038	28.45021	14.23029	99.92858	54.25407	55.9873	26.10679	69.75137	41.7833	113.77975	74.19546	44.1005	31.53442	41.54892	61.79949	132.93164	123.82933	48.29851	98.26345	59.06903	16.50586	34.26692	69.29482	43.64274	218.67142	194.49832	83.89339	28.68438	65.52544	19.98804
ko:K00024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	559.65948	189.45969	593.07346	258.42626	585.13334	275.02089	338.3394	646.04704	958.72909	412.33058	460.27563	575.40228	537.51595	343.7486	724.89358	188.85572	644.25731	587.6968	723.31656	446.96447	307.7033	353.78199	455.19954	473.93022	558.54742	440.42736	436.51681	821.84415	47.98286	509.69289	346.49738	353.59407	279.58801	715.60351	474.82519	508.42385	349.48237	758.61342	267.49557	346.39036	266.59029	435.32486	233.50184	656.83617	400.18495	776.42797	463.78833	342.7527	221.22715	256.23744	497.21266	208.58997	1021.41983	578.41461	835.3601	181.65347	515.04931	249.00322
ko:K00025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31756	NA	NA	NA	NA	NA	NA	1.93908	NA	NA	2.77128	NA	NA	NA	NA	NA	1.681	NA	NA	NA	NA	NA	NA	0.91618	NA	NA	0.65143	NA	NA	NA	NA	NA	NA	0.3144	NA	NA	NA	1.46061	NA	NA	NA	NA	NA	NA	NA	NA	0.31896	NA	NA	NA	NA	NA	NA	NA
ko:K00026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.20887	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1136	NA	NA	NA	NA	NA	5.66001	NA	NA	NA	NA	NA	NA	2.983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72081	NA	NA	NA	NA	4.03703	NA	NA	NA	1.77014	NA	NA	NA	NA	NA	NA	NA
ko:K00027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	969.74464	1658.5016	912.21766	1107.24765	1394.69635	880.19832	1281.22606	1392.53848	1301.64735	970.97233	824.33983	977.5349	715.948	842.73006	1505.14258	389.75283	1676.94942	1202.83799	893.63165	1439.90145	982.63385	1290.78278	1614.09281	1071.5623	1382.55634	1050.29905	1156.77094	2077.11511	111.60698	735.24785	1240.07062	817.96439	1382.44921	1252.09253	1202.43871	1098.21304	983.78846	2081.07595	824.50475	861.40814	1512.7647	837.18398	1201.22182	925.74518	1246.98757	1870.47624	925.47854	941.13801	685.26627	1332.84434	811.04855	1054.99499	1244.52865	1487.62964	1680.67905	948.30399	722.52689	846.24692
ko:K00029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	297.85377	172.36976	604.08819	294.26526	422.64218	293.93213	317.79048	340.88018	532.34289	207.49933	202.28966	424.01511	473.27315	226.06696	490.35077	168.61751	789.28272	343.53668	399.02131	278.29768	303.64468	196.79735	303.18063	300.07812	385.83614	413.17274	245.41588	1488.07074	45.02304	293.7891	371.16539	211.59399	284.72875	606.15839	351.36242	433.67276	357.21935	1103.39737	216.76495	230.55859	371.20097	251.65281	207.65188	528.91074	221.57209	1090.9634	469.07236	251.9297	135.80079	266.89689	338.38672	167.07988	650.33105	306.22833	925.57187	152.55739	475.32597	191.10655
ko:K00030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101.47559	556.01307	216.80665	129.73148	109.20897	164.05167	393.58205	99.40633	241.57667	84.47435	69.04419	173.76161	167.05277	209.67172	89.94313	51.3475	213.70401	110.67455	94.78143	165.29871	283.14251	272.90189	234.17888	292.29513	102.73254	78.84052	115.68895	118.88026	9.07946	132.00742	186.72538	132.72793	242.57297	103.90823	134.36213	100.52962	113.16075	183.68149	131.57615	155.35914	316.70862	73.10493	185.87711	120.00483	147.61586	258.96734	165.22814	90.80647	280.56004	309.5715	71.19769	108.99627	120.26657	210.15546	227.76697	522.2481	115.61756	240.40079
ko:K00031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	888.38137	1006.21553	844.36588	932.76534	1263.85925	711.59026	843.63581	1185.74186	1016.4586	834.81839	658.91045	909.07345	650.11295	712.31092	1193.3141	383.42676	1060.14959	1112.87214	822.34622	1130.40487	762.93674	925.45406	1177.31084	830.46863	1057.25824	786.88261	1036.35414	1324.13005	86.70949	675.94556	1070.50304	650.16597	1015.96987	965.91998	874.58176	834.20707	693.86725	1501.98126	633.11233	701.41687	1146.7316	813.29115	873.73916	764.23486	1099.74784	1252.80963	761.53514	782.5617	610.5546	939.08549	669.28109	978.82196	967.21495	1293.68215	1173.07044	567.74609	598.97145	758.20008
ko:K00032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34878	6.14779	0.10201	2.66117	95.49844	NA	NA	NA	NA	NA	2.92064	8.45016	NA	0.39482	5.22314	0.95199	3.12817	NA	NA	0.2236	6.4712	1.04142	NA	NA	NA	0.99485	3.42068	NA	NA	1.42117	10.96348	4.04046	NA	2.77104	1.10643	2.95338	0.2091	NA	0.45056	3.31974	NA	1.05154	1.94153	NA	1.22241	NA	NA	10.07071	0.20835	2.23643	0.66471	NA	NA	1.42845	NA	4.4669	NA
ko:K00033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157.83221	258.12389	396.11218	127.92962	272.71866	196.4666	207.00541	334.83363	414.36359	168.48271	110.71967	338.7595	254.95143	97.09477	306.46609	45.59053	236.55644	406.51699	315.99564	147.18902	168.18469	132.43304	289.2655	182.44522	445.32375	158.96297	198.57997	87.30317	23.30544	339.44134	74.95148	145.77311	206.16983	104.2264	394.14426	199.98612	120.61707	167.7868	107.68372	285.93896	97.2799	256.51784	161.9929	431.6184	194.5337	190.05586	41.22054	144.50986	89.44267	107.58403	338.94437	100.08052	458.5726	253.67751	275.27983	100.69494	197.9308	97.29365
ko:K00034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21153	7.67171	14.25314	2.29734	1.39848	56.36854	7.29449	2.72297	1.91237	0.95089	1.49106	21.94543	19.16192	2.35405	5.27684	10.70389	NA	1.58728	0.76071	4.84895	32.34377	16.48783	22.38422	5.93613	2.17168	4.99565	4.04373	17.48114	NA	24.19111	29.71922	12.9232	27.01536	4.72224	3.95227	3.28256	3.0501	16.64934	8.19334	23.06608	3.33481	7.22975	5.40133	6.57083	12.48323	3.56108	5.07289	7.1373	1.68286	5.98703	5.4816	8.38349	1.98553	11.57277	6.51582	9.60987	4.4502	7.40467
ko:K00036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	172.59186	125.7514	243.05475	94.46795	303.56034	152.4236	137.13692	372.80209	391.2442	166.08742	84.46346	248.11901	219.33645	105.30423	349.23026	26.46567	183.35665	425.10148	307.63407	152.95688	93.24387	88.30662	195.7627	121.86786	409.67744	141.11027	169.42091	102.40889	29.75964	246.67858	45.59997	103.66711	116.89359	114.21291	351.62322	128.59913	115.66098	176.40806	111.72229	174.11982	88.16222	204.68934	137.64148	317.35405	141.69581	197.43635	34.2626	127.11044	72.26321	89.87729	257.30248	104.64317	492.47504	196.21549	298.03854	73.98889	171.24627	69.64269
ko:K00038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.46143	NA	NA	0.53393	2.79464	2.20955	NA	1.26408	NA	0.33367	21.86324	0.13529	1.71413	4.2146	0.40656	NA	NA	NA	0.9917	4.46412	0.25996	6.20257	1.57271	1.97941	NA	NA	6.88025	NA	4.76764	6.79074	1.00267	4.67538	0.85671	0.17957	1.11512	1.38157	9.95735	NA	7.05674	1.91174	4.40563	0.26919	1.7873	3.92318	0.52496	1.53708	0.6765	NA	1.10271	0.70587	1.75166	0.69627	3.30006	0.19408	7.56658	0.3069	1.70541
ko:K00039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.58544	0.53257	0.52018	3.05797	41.55775	32.47728	NA	0.20207	NA	0.26339	45.24647	NA	NA	2.64288	32.55132	8.21316	0.54094	NA	NA	86.1245	NA	56.25859	29.08182	NA	21.71726	NA	12.03573	NA	4.92488	47.52248	NA	44.30256	15.35798	0.27027	38.42125	NA	17.88406	NA	1.28039	5.21146	4.37119	6.02501	6.50098	0.26805	NA	NA	NA	NA	9.6907	14.35666	5.74247	10.29928	0.8301	NA	NA	NA	NA
ko:K00040	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330.90187	429.32516	290.48737	432.44452	309.93491	547.61309	424.79947	752.62608	511.10255	295.11377	325.51464	222.69416	223.83468	390.36334	322.20339	201.5961	778.78598	523.86069	351.5248	540.32081	320.8896	333.86899	424.64447	365.39577	457.13825	355.40815	444.32919	1050.4128	24.77344	129.69558	500.1549	248.76506	290.10931	586.85467	414.08991	364.602	407.57968	983.87646	217.89075	210.92815	596.98171	268.44027	299.0912	182.6384	528.47454	837.48955	333.05296	233.12002	239.2448	487.13853	212.25567	295.04429	273.17462	699.84958	756.88878	233.6725	164.79427	252.07183
ko:K00041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	611.92193	498.11444	459.33974	493.23467	901.37555	354.00891	546.08953	716.16263	802.43344	421.95674	406.18566	400.80082	343.52534	411.54402	911.03613	276.13946	702.23101	694.96154	618.25096	721.31193	454.4781	487.1625	548.95916	544.82534	719.3017	699.75955	624.45594	1006.34564	57.99468	362.73478	721.99734	394.79969	397.98925	1055.98603	562.87932	572.90142	413.26584	1080.66357	345.33044	389.47462	585.49933	341.95363	398.12127	371.38791	720.47349	918.45908	622.8726	368.25012	295.06041	546.8815	403.37642	369.05895	792.45917	872.48651	812.44776	294.55535	267.57239	306.90167
ko:K00042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.43732	255.72427	106.35656	170.1474	94.67573	313.88307	192.89869	157.34179	68.08352	53.57898	86.1902	178.87013	172.62249	164.46838	106.70053	57.90656	197.38508	189.49026	56.0554	180.48633	159.91644	160.32619	200.96434	175.85666	97.73633	105.06523	163.98637	127.71659	13.76898	130.30376	191.16004	104.85623	187.08221	78.57756	146.14192	107.22039	87.26986	142.64639	112.31143	111.0871	222.35122	66.5735	136.60955	149.21835	168.66615	112.66074	81.05474	163.51518	137.97151	213.68533	102.53944	122.66627	158.75239	188.02448	88.84397	189.67123	128.60415	168.32226
ko:K00043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52852	NA	NA	NA	0.39029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143.59116	29.43254	101.66045	106.76491	81.10176	46.18762	36.1553	23.51224	46.78918	23.48096	57.99492	57.10813	34.05202	122.92333	67.67935	165.40352	331.46741	27.29228	34.25742	15.91882	260.21948	10.0069	60.1761	107.19924	99.08103	33.76563	77.73119	769.36526	3.42161	20.62007	413.59498	14.00664	46.04901	660.36277	58.07258	79.29785	109.45233	553.4903	33.98027	15.09802	143.66235	80.90871	13.80373	33.70593	98.27631	513.84316	475.7514	36.01669	4.25309	67.36309	114.81541	10.49655	76.61178	124.81076	425.83539	61.79229	28.83222	8.01602
ko:K00046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	584.22836	602.17597	669.45889	523.8729	849.17636	426.44346	604.24996	680.62769	748.39409	410.58068	500.88202	520.30049	695.64595	419.08172	756.42169	308.89554	797.08049	649.10478	709.58569	923.71174	489.37693	523.23949	574.34814	624.67557	689.03566	774.6909	819.86466	1173.51315	47.84793	419.32946	501.14259	431.5512	454.09549	876.09761	595.38777	638.3287	492.0704	1305.09325	406.32881	503.39652	677.35546	373.5616	509.4954	467.12809	1008.65465	1028.6384	706.03649	574.32439	321.60299	680.65107	416.64119	451.94369	757.88966	1105.2493	991.57655	389.88766	540.65627	382.4618
ko:K00048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	861.09205	1132.33763	516.00842	808.10339	1208.46348	630.01968	894.33036	1367.88537	1333.97118	1040.65866	806.70537	851.88959	487.67967	476.19153	1204.4069	249.00126	866.69052	1074.95726	973.47602	1247.61072	691.37318	926.26174	1269.4859	734.61411	1271.71975	851.46144	944.12204	583.82057	56.32363	671.74789	738.56377	591.75598	1035.07872	844.24182	954.82451	742.50612	686.09745	930.52212	608.71423	789.03056	1066.62683	672.00973	975.98346	621.5869	996.20765	790.95117	512.66818	393.98723	610.63651	873.64885	495.9274	983.16054	1060.05446	1137.42831	809.44946	661.43121	351.41847	632.02271
ko:K00049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7804	0.78438	NA	NA	NA	NA	NA	NA	NA	NA	0.40061	NA	NA	NA	NA	NA	5.37033	NA	NA	NA	NA	NA	NA	1.12574	NA	NA	0.80044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K00050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.87987	NA	0.70747	NA	NA	NA	NA	NA	NA	NA	0.93131	NA	0.77412	NA	NA	NA	NA	0.7173	NA	NA	NA	NA	0.48953	NA	NA	3.27392	NA	NA	NA	NA	NA	NA	NA	1.77637	NA	0.76569	NA	NA	NA	2.50583	NA	NA	NA	0.93963	NA	NA	1.51633	NA	NA	NA	NA	NA	2.17342	0.51199	0.69401	0.7029	NA
ko:K00052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	942.18923	1162.50738	1006.1471	1023.86227	1315.52826	704.29928	962.62656	1300.38265	1096.4808	944.01121	758.05401	938.20653	709.80083	685.49495	1351.77135	332.79549	1179.79421	1178.36189	775.57548	1219.23392	716.80347	990.184	1251.5218	815.22557	1180.04636	802.95812	1012.70629	1405.59549	79.16958	592.92503	1050.55436	698.44758	1073.56115	1139.73897	884.32051	927.69512	830.20865	1464.09731	727.77698	630.55551	1451.61785	708.30965	1069.98458	769.923	1059.7906	1515.90835	870.97234	621.9438	513.52191	1292.41381	691.51952	972.624	1100.97711	1315.10551	1398.63508	734.47078	618.3881	723.84573
ko:K00053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	972.08024	1348.42929	896.09898	1051.55928	1175.54736	721.91609	974.73825	1367.01622	1232.24126	974.27249	790.69911	977.89547	800.45662	686.91417	1186.304	317.07561	1082.73351	1376.23498	878.94787	1278.93213	736.05959	1167.98988	1370.02255	984.21108	1127.53904	844.68102	1050.56148	1279.22583	90.19881	650.46466	941.88093	782.79653	1143.3938	1084.41404	952.17102	910.12871	860.24631	1483.87496	729.59732	744.95962	1310.37224	833.69783	991.10807	819.87948	1096.64743	1337.66578	803.37431	754.23271	680.04864	1245.00148	680.78036	980.34787	1093.4803	1372.45639	1233.06382	703.67431	586.76124	814.69765
