"","run_accession","secondary_study_accession","sample_accession","secondary_sample_accession","experiment_accession","study_accession","submission_accession","tax_id","scientific_name","instrument_platform","instrument_model","library_name","nominal_length","library_layout","library_strategy","library_source","library_selection","read_count","base_count","center_name","first_public","last_updated","experiment_title","study_title","study_alias","experiment_alias","run_alias","fastq_bytes","fastq_md5","fastq_ftp","fastq_aspera","fastq_galaxy","submitted_bytes","submitted_md5","submitted_ftp","submitted_aspera","submitted_galaxy","submitted_format","sra_bytes","sra_md5","sra_ftp","sra_aspera","sra_galaxy","sample_alias","broker_name","Sample","Week","Intervention","nominal_sdev","Week","bam_ftp","bam_bytes","bam_md5"
"11","ERR5956536","ERP128019","SAMEA8793741","ERS6478091","ERX5597057","PRJEB44020","ERA4412204",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15876694,1942427627,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-01_Week9_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-01_Week9_Study1PeaFiber","webin-reads-TP01-01_Week9_Study1PeaFiber","600587419;615599030","97752d089478fd1af0c2e456947f17fc;779109e11f2326d83fba2bd9951b4d13","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956536/ERR5956536_2.fastq.gz","578769377;593536989","e2fb0199b3a0d3a3c8f4ab180a1f2518;bd632289ef4a5e026d9340476f12bff7","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956536/TP01-01_TS1_Wk9_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-01_Week9_Study1PeaFiber",NA,"TP01-01","9","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956536.bam",1213166980,"8838fa9fc7a37351013ba760196abb63"
"12","ERR5956561","ERP128019","SAMEA8793742","ERS6478092","ERX5597082","PRJEB44020","ERA4412232",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17192498,2093764924,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week1_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week1_Study1PeaFiber","webin-reads-TP01-02_Week1_Study1PeaFiber","629488078;661631061","e7df9d2c82f190c2d8eb6c33e0c834b6;3aa0958e4d71122e90d862df8db35a5c","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956561/ERR5956561_2.fastq.gz","605907098;637787882","fad1d80139d9f47154ce92c18062d001;6df13ff48afb9ba29d088a00092ac1ac","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956561/TP01-02_TS1_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week1_Study1PeaFiber",NA,"TP01-02","1","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956561.bam",1284025275,"d073c6eb196c74efae9c56efc6096806"
"13","ERR5956718","ERP128019","SAMEA8793869","ERS6478219","ERX5597239","PRJEB44020","ERA4412396",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20246296,2654671957,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week1_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week1_Study2OrangeFiber","webin-reads-TP01-02_Week1_Study2OrangeFiber","806556753;924524560","1ee93c4b34da07ef57a1cbc4b48231ad;5967ca94431d904e86c2f02a679e6cbe","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956718/ERR5956718_2.fastq.gz","771157407;889566946","6d4cdfe81f2478580740b2bbc98bd9e2;569991314940c2eea49ce01257c19240","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956718/TP01-02_TS2_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week1_Study2OrangeFiber",NA,"TP01-02","1","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5956718.bam",1739575388,"e893f468adc26a58026ed288dbf12745"
"14","ERR5956562","ERP128019","SAMEA8793743","ERS6478093","ERX5597083","PRJEB44020","ERA4412233",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16729912,2053467274,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week2_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week2_Study1PeaFiber","webin-reads-TP01-02_Week2_Study1PeaFiber","625800922;642210945","17cb5a148f9d72f1ba1607484b529a7c;2b389bc37ccfe8b2b54d9127a8dedcf2","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956562/ERR5956562_2.fastq.gz","602879806;619001583","fc546f6916a207be12fa94564fa54ffd;f330456f02274e52d822b0807cb1bda8","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956562/TP01-02_TS1_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week2_Study1PeaFiber",NA,"TP01-02","2","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5956562.bam",1262899106,"0f09ef86c4f123d1fb1c45ee606de291"
"15","ERR5956719","ERP128019","SAMEA8793870","ERS6478220","ERX5597240","PRJEB44020","ERA4412397",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20292944,2575019241,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week2_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week2_Study2OrangeFiber","webin-reads-TP01-02_Week2_Study2OrangeFiber","783177342;901297786","c45137ab0c02b0afbb22e739128481dc;a5a6169f57c54eab121185662ee4a752","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956719/ERR5956719_2.fastq.gz","749182503;867771353","114ef91b100c0efa9ab64bd630935de1;ed6b7faa46872d6f6f13d1b23cf84aa1","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956719/TP01-02_TS2_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week2_Study2OrangeFiber",NA,"TP01-02","2","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5956719.bam",1695161128,"fc9b9f3142cfdfed3da6404b0e6adf1e"
"16","ERR5956563","ERP128019","SAMEA8793744","ERS6478094","ERX5597084","PRJEB44020","ERA4412234",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16475310,1985201204,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week3_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week3_Study1PeaFiber","webin-reads-TP01-02_Week3_Study1PeaFiber","604768170;619767919","251500e2ad0e372d79a9e62aafacfb66;f258e5f33adffad8090eea9e752cf764","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956563/ERR5956563_2.fastq.gz","582037285;596797913","13cb6e79d0f4c309879723099d593951;60ee395d9150686fde7587aa5d099e52","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956563/TP01-02_TS1_Wk3_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week3_Study1PeaFiber",NA,"TP01-02","3","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5956563.bam",1219554323,"bac9e0f50526de55c609c16e7fc34f7e"
"17","ERR5956565","ERP128019","SAMEA8793745","ERS6478095","ERX5597086","PRJEB44020","ERA4412236",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15527320,1935249600,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week4_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week4_Study1PeaFiber","webin-reads-TP01-02_Week4_Study1PeaFiber","577002677;599077228","4fa7086eeac8271d78ae0efa2546ce61;c903aa4dab0f8ba3b8bf09ee682fc8fd","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956565/ERR5956565_2.fastq.gz","555839959;577704721","2d3f330546ff29b72e6c93d9e3b7568e;36c3db1a714777a79d7e4d499bd57780","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956565/TP01-02_TS1_Wk4_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week4_Study1PeaFiber",NA,"TP01-02","4","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5956565.bam",1166832699,"d05a43bd57234e07358bb3d24050fb44"
"18","ERR5956566","ERP128019","SAMEA8793746","ERS6478096","ERX5597087","PRJEB44020","ERA4412239",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16089164,2072738865,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week5_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week5_Study1PeaFiber","webin-reads-TP01-02_Week5_Study1PeaFiber","618577934;643884563","57d704e9ed1b317bac064090b1c96b75;8dd7e06716e4493ad63715e10ee4e7ac","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956566/ERR5956566_2.fastq.gz","596965729;622045056","6a1eaacbdff3e96d3bba56656b613418;f52bb1a22029a85001077c37588b9934","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956566/TP01-02_TS1_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week5_Study1PeaFiber",NA,"TP01-02","5","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956566.bam",1252954035,"60f75da35242aef49f3ebd6146572695"
"19","ERR5956720","ERP128019","SAMEA8793871","ERS6478221","ERX5597241","PRJEB44020","ERA4412398",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19913776,2580352836,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week5_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week5_Study2OrangeFiber","webin-reads-TP01-02_Week5_Study2OrangeFiber","815481413;918183687","04524064820d5e88f6d081841ade6c6e;23c91136e4befd8bdff8cd9a03874fd9","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956720/ERR5956720_2.fastq.gz","781212153;884404703","5088bcede19ba4f6a2f550927bd8cb4d;ffad3c95a51dd05168ef92018c18530e","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956720/TP01-02_TS2_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week5_Study2OrangeFiber",NA,"TP01-02","5","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956720.bam",1747778630,"e49d5e7da15b46d099f35a9a2f84c647"
"20","ERR5956567","ERP128019","SAMEA8793747","ERS6478097","ERX5597088","PRJEB44020","ERA4412240",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16029914,2041064014,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP01-02_Week8_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP01-02_Week8_Study1PeaFiber","webin-reads-TP01-02_Week8_Study1PeaFiber","612290257;638943345","f1994f5c7f2c09fb63a2ccc141b81aaa;a0ff45f4b3f69e861a5fe3c45308331a","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956567/ERR5956567_2.fastq.gz","590470469;616923347","33e68ac3f9665fd652221bb4a36557dd;1b501e500a5ef77df042ae26e8b2d441","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956567/TP01-02_TS1_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP01-02_Week8_Study1PeaFiber",NA,"TP01-02","8","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5956567.bam",1243508139,"4a7a06f53a33efa23b128187955696b0"
