feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
ko:K11717	3970.329	2864.31581	3884.17635	5335.7174	6211.23961	8942.45988	3212.74156	5998.6871	7131.03741	7378.44056	8823.95812	5651.23278	11561.41379	5240.4715	4641.30515	5827.9608	5897.50142	3037.84278	2740.59893	5432.03645	3216.48595	5855.85041	3878.90076	4545.96629	6250.99536	5957.99492	4632.26745	8327.30142	8144.2228	7840.32841	4946.35368	7058.74888	7030.73672	7679.96791	9220.67935	5776.42807	7479.11252	10033.94484	7094.80581	6145.83239	5836.44111	6897.93907	9349.29705	5655.97709	6092.68032	4900.89572	5230.03414	5257.06886	13376.04241	5697.10374	19233.98084	5608.62422	4693.37867	7696.97624	6550.26377	4090.33918	3515.08707	6472.99836	4787.89605	5835.3165	7253.79487	4805.689	5543.54755	10195.05365	7510.46415	5174.71433	10208.89927	3288.27403	4656.24479	4368.79082	7207.55342	5435.04233	6963.06813	6155.94943	5679.44365	4437.15724	5975.87651	5435.90133	4108.23841	5078.95156	5688.22286	6709.32655	4782.6583	6142.65816	10883.85441	5871.39831	6546.09419	3975.27655	3865.54519	3814.74608	3189.77629	3636.2633	7344.34326	4681.45894	4830.45596	6979.96199	6784.50888	6822.13203	7253.5478	6511.23547	8178.11974	9254.19276	6146.17498	6306.59868	5744.53198	4644.03575	6176.33233	6247.09489	5166.16719	8298.83096	7438.15201	6212.66041	4630.88508	4057.70729	6510.52024	3777.74546	7360.06627	4267.18736	3238.94777	8723.20222	5269.32584	5856.42151	5713.71004	3943.9537	7970.02937	5461.56809	5743.69455	4823.90055	5693.82351	5508.16677	5004.449	5097.70723	8185.73176	7388.00173	7463.98827	6755.22136	6872.78431	6771.36221	6651.33929	4339.67543	6570.01395	6089.29477	4492.34932	7342.28492	5538.02631	5335.79472	5182.76748	6222.94693	6512.79773	17183.78409	11628.59929	6695.893	10567.71816	5509.59886	4422.95492	4741.9088	6297.53014	4648.09721	4921.74291	8847.03406	10415.13999	8514.93662	5240.74036	7366.143	6817.54612	4198.20529	6273.99096	7295.55284	5112.99265	5568.93016	5772.41615	12776.44991	6536.19755	6248.61405	5784.03419	7773.3037	5506.77214	5662.51376	5846.48731	8244.00528	6693.83803	10475.3122
ko:K11718	1.93906	NA	NA	NA	NA	NA	NA	NA	23.46579	NA	1.2502	3.10895	0.26228	0.99945	NA	NA	NA	1.2656	NA	1.26163	0.09959	NA	6.00143	NA	2.53155	NA	8.22613	27.64463	23.81194	49.04651	NA	NA	NA	0.97516	2.31702	NA	NA	1.5268	NA	NA	NA	4.8582	NA	NA	NA	4.25316	NA	NA	NA	NA	NA	3.20773	16.98597	1.18531	8.95634	5.51548	NA	NA	NA	NA	19.86048	NA	NA	NA	2.14445	0.04017	NA	NA	3.18943	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73773	NA	NA	18.80196	5.77503	0.99934	1.99043	NA	NA	2.86359	2.0362	NA	1.05434	0.11721	2.02965	1.75275	3.22545	1.16234	NA	NA	6.68393	NA	NA	1.01333	NA	NA	NA	NA	2.08172	NA	NA	NA	NA	NA	8.99189	NA	NA	2.95442	2.24186	NA	NA	NA	NA	NA	NA	2.00747	NA	NA	NA	NA	NA	NA	NA	3.33822	17.74106	6.34284	24.34101	29.16936	5.72636	NA	31.15065	20.48418	4.2732	NA	NA	1.47315	NA	7.86104	2.39639	NA	NA	4.36844	1.98408	NA	2.03076	0.0928	2.15116	2.61836	NA	NA	3.19364	0.92328	NA	7.45368	NA	NA	0.94474	0.12207	3.76521	1.92209	NA	3.0878	NA	1.13208	NA	1.20527	NA	0.97495	NA	NA	NA	NA	1.24219	NA
ko:K11719	108.92209	105.66866	362.79474	71.05171	44.52425	109.65908	50.27707	100.8601	362.288	329.30884	416.19661	365.24034	592.98661	182.12939	150.39953	158.11091	168.55623	32.16102	72.03684	275.18442	400.13173	104.18971	69.06279	672.86738	79.92695	1391.12707	343.83839	107.72061	944.16067	1074.60906	309.12208	378.80426	289.37277	302.26879	1015.74127	606.63757	197.2452	375.95386	13.64743	51.48315	189.89004	184.6881	21.83113	48.27618	319.92381	299.94422	585.1619	320.62721	149.50502	151.07202	353.1205	722.86716	381.74575	672.29445	593.77463	138.7759	110.38269	361.45423	672.78406	450.91948	488.53498	463.73988	515.34642	715.27098	281.89871	314.067	388.12189	356.93551	1202.26952	178.53239	524.71682	186.84307	268.86806	144.62848	214.37017	275.08055	545.6477	153.7696	289.58615	488.78322	251.21282	175.58651	86.28211	478.7343	961.89453	348.5191	565.85474	102.29949	71.54572	507.74731	164.98836	195.24588	509.05638	348.72115	370.41103	241.20639	289.15645	289.2448	917.68201	499.51087	735.73446	198.38168	56.21793	338.89426	256.97954	176.83165	148.80923	99.11466	132.82278	161.48757	610.13407	167.32923	150.27216	385.7513	859.52271	141.20112	454.96617	171.15222	386.88525	374.98534	218.45305	249.65776	134.19999	85.54397	408.65127	121.38775	223.98032	275.35915	375.14099	159.74406	201.22993	188.51011	479.34848	321.26341	356.02489	328.74083	304.41561	275.96542	290.61508	170.69443	235.44648	109.80024	56.13558	542.28312	300.48233	410.40081	590.07446	95.9256	484.78383	3686.70821	869.91062	2112.64511	2582.38285	475.32134	246.68066	822.78259	329.65227	617.4162	461.40961	401.74031	550.39082	771.93528	574.86904	1091.77679	682.24364	184.15458	83.91692	186.5279	23.19112	18.16127	74.64435	322.67202	6.14665	7.64199	241.48347	2.63005	398.75753	350.71568	5.90884	422.45762	291.41285	444.96777
ko:K11720	1335.13163	1468.88728	1833.48032	730.36402	1109.82747	5496.18251	1224.74821	1729.33199	2241.79343	3782.53981	2345.13072	1501.76432	3898.74616	942.96669	621.72044	674.24026	995.97593	207.18669	1145.45606	1763.2802	2279.16902	819.30875	841.38397	3111.2545	1913.12939	3528.18804	1104.56674	2301.71587	3952.1968	2744.20347	2355.99557	2933.64802	3489.67357	3298.21706	3830.60995	2308.56979	2472.63624	4580.05349	2321.16707	1726.65038	2144.90249	2435.71949	2318.91333	1049.49876	1446.03514	774.66413	1454.24852	971.56986	6956.27363	1699.17609	9525.19835	2666.84101	2416.28054	3464.33722	2672.97649	1638.13145	910.72097	475.96184	1275.79072	1504.27384	1226.95597	1336.63545	1587.04151	6603.58387	4510.36741	1215.06329	5068.32421	1324.73428	2641.81969	806.33545	1942.1124	1892.74032	3235.41489	2745.96645	2901.31478	1280.15688	1715.98133	1058.8316	940.94787	1721.86646	1805.79167	2372.33569	1516.88305	2162.03267	2911.40531	1386.75148	1473.31447	1084.77476	1222.40941	837.05878	1438.06192	749.27429	3223.89862	1436.83169	1460.72584	2513.73425	2256.39698	1921.79354	2242.38527	1543.55745	5336.48449	5014.60594	2746.54822	3006.00177	1904.62631	981.32696	1106.06611	1676.4671	1591.68768	5749.16127	1569.23061	1525.19264	2480.65409	1763.3631	2983.0456	994.39895	1574.26228	2360.71853	1776.95966	3225.28291	1228.70986	1163.17164	885.22969	1561.79035	1524.73252	1026.6892	1138.89551	1492.54594	1100.66452	3706.08917	655.43083	763.60001	4701.92057	4581.72652	3169.29882	3068.16367	2493.34219	2405.707	1767.21882	955.95768	2047.39155	1941.98611	1337.91315	2089.39108	1381.48267	1551.52466	1711.03918	2891.66104	4295.96211	7971.21979	4446.10558	2783.11199	4785.35073	1923.21779	1913.53752	2231.16802	1465.48709	2156.89968	844.81497	5615.03574	7638.07145	2116.51309	2938.89551	3084.34268	2517.02589	705.50649	3309.87009	5314.17737	1653.29231	1192.63364	1893.0543	5695.46683	3688.308	4145.4094	1675.79047	5457.2451	2027.49156	1708.37865	3736.67477	2324.60647	2494.96889	7200.22633
ko:K11721	NA	NA	NA	NA	NA	NA	NA	NA	8.48179	NA	NA	NA	NA	0.15736	NA	0.63924	0.15924	NA	NA	NA	NA	NA	3.74322	NA	1.6046	NA	9.72643	18.95076	11.97583	43.7588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.43446	17.9849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.89716	9.63462	NA	0.15914	0.43737	NA	NA	NA	NA	NA	NA	0.16227	NA	NA	NA	NA	NA	NA	NA	1.9448	NA	0.32242	NA	NA	NA	NA	NA	NA	NA	7.61368	20.14626	12.37309	NA	NA	2.79758	5.64948	NA	NA	NA	NA	NA	NA	NA	1.60857	0.48899	0.16061	NA	NA	NA	0.16091	5.26165	31.83311	3.68722	27.09192	21.9551	NA	NA	11.83474	4.87991	NA	NA	NA	NA	NA	NA	NA	NA	0.31622	NA	NA	NA	NA	NA	0.17199	1.56039	NA	NA	NA	4.46989	NA	1.6564	NA	NA	NA	NA	NA	NA	NA	NA	20.66415	125.948	0.15588	0.45364	1.05996	1.07449	NA	NA	0.31272	NA	NA	NA
ko:K11722	NA	NA	NA	NA	NA	NA	NA	NA	1.89829	NA	NA	NA	NA	0.15736	NA	0.63924	0.15924	NA	NA	NA	NA	NA	0.57185	NA	1.6046	NA	4.3013	11.43878	8.3522	25.63893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16434	10.45144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.23708	4.25959	NA	0.15914	0.43737	NA	NA	NA	NA	NA	NA	0.16227	NA	NA	NA	NA	NA	NA	NA	1.9448	NA	0.32242	NA	NA	NA	NA	NA	NA	NA	7.61368	20.14626	8.14566	NA	NA	2.79758	5.64948	NA	NA	NA	NA	NA	NA	NA	1.60857	0.48899	0.16061	NA	NA	NA	0.16091	NA	21.78425	2.66651	14.04846	15.09254	NA	NA	7.28114	4.34939	NA	NA	NA	NA	NA	NA	NA	NA	0.31622	NA	NA	NA	NA	NA	0.17199	1.56039	NA	NA	NA	2.8753	NA	1.13285	NA	NA	NA	NA	NA	NA	NA	NA	20.66415	125.948	0.15588	0.45364	1.05996	1.07449	NA	NA	0.31272	NA	NA	NA
ko:K11723	NA	NA	NA	NA	NA	NA	NA	NA	6.89877	NA	NA	NA	1.73275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2176	NA	1.47964	4.43198	3.0642	6.034	NA	NA	NA	NA	1.57328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5012	NA	NA	NA	NA	NA	2.68134	NA	NA	4.07527	NA	NA	NA	NA	NA	NA	NA	NA	1.67964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.57124	1.46597	NA	NA	NA	NA	0.79826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47529	NA	NA	NA	NA	NA	2.8971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72254	NA	NA	NA	NA	NA	NA	NA	NA	1.43998	NA	6.74218	7.46915	NA	NA	2.31273	5.98472	NA	NA	NA	NA	2.69777	NA	NA	NA	NA	2.7396	NA	1.35098	2.73618	NA	NA	2.81129	NA	NA	NA	NA	NA	0.75092	NA	0.82137	NA	NA	1.61539	NA	NA	NA	NA	NA	NA	NA	2.59171	NA	NA	NA	NA	NA	NA	NA
ko:K11724	NA	NA	NA	NA	NA	NA	NA	NA	9.96687	NA	NA	NA	NA	0.15736	NA	0.63924	0.15924	NA	NA	NA	NA	NA	2.48858	NA	NA	NA	8.74059	14.71423	16.25397	40.45375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.00649	NA	NA	NA	NA	NA	1.37445	10.69156	NA	NA	NA	1.76739	NA	NA	NA	NA	NA	NA	0.33684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.61395	7.68357	NA	0.15914	0.43737	NA	NA	NA	NA	NA	NA	0.16227	NA	4.11805	NA	NA	NA	11.57962	2.00022	1.9448	NA	0.32242	NA	NA	NA	24.53426	NA	NA	NA	7.61368	20.14626	6.5991	NA	NA	2.79758	5.64948	NA	NA	NA	NA	NA	NA	NA	1.60857	0.48899	0.16061	NA	NA	NA	0.16091	3.52625	21.37975	1.63039	21.30429	20.57622	3.50201	NA	18.80222	23.28596	3.09889	NA	NA	3.31718	NA	6.45171	NA	NA	0.31622	NA	NA	NA	NA	NA	0.17199	1.56039	NA	NA	NA	2.8753	NA	35.74732	NA	NA	NA	NA	NA	0.25457	NA	NA	20.66415	125.948	0.15588	0.45364	1.05996	1.07449	NA	4.33118	0.31272	2.09054	1.13742	NA
ko:K11727	NA	NA	NA	NA	NA	NA	NA	NA	11.73482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.98341	NA	2.07942	NA	9.36611	15.99195	6.2009	37.82235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.84404	6.25758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.99363	12.62926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.04157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78697	26.37941	2.64124	18.09169	17.45307	NA	NA	9.60363	9.29036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3754	NA	4.20946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11728	NA	NA	NA	NA	NA	NA	NA	NA	3.64007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42269	NA	3.50873	NA	1.45915	9.37977	13.43426	21.06062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15152	5.72496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.70584	6.55129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.36243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18475	13.8915	0.17742	13.99236	5.85745	NA	NA	7.98865	6.06413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.33069	NA	6.41338	NA	NA	NA	3.74768	NA	NA	NA	NA	NA	NA	0.32685	NA	NA	NA	NA	43.89707	160.06753	NA	NA	NA	NA	NA	6.10285	NA	NA	NA	NA	NA	3.28537	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.19595	10.08413	NA	NA	1.24032	2.85405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.57706	18.4995	NA	NA	NA	NA	NA	NA	NA	NA	0.35329	22.83812	6.98384	3.18803	17.53107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.05674	7.3452	NA	NA	NA	6.4315	108.25835	NA	NA	NA	3.06365	NA	NA	3.23081	76.05348	NA	NA	2.81888	13.55848	NA	0.34426	NA	22.63572	24.59992	65.60374	64.12348	9.77031	25.11562	NA	NA	NA	NA	NA	1.83967	NA	2.47259	NA	NA	NA	281.58217	304.65893	59.87456	209.81505	2.28011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66699	1.29408	NA	NA	NA	NA	0.66906	NA	NA	NA
ko:K11730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11731	36.73835	44.24057	121.04257	29.18646	29.05475	6.68525	1.98734	43.42802	15.12565	75.23241	46.56099	71.12168	20.09138	11.38914	20.1218	51.2315	44.11583	1.98439	11.06823	213.96421	467.87991	24.92473	6.18201	46.77746	7.26255	448.84904	15.24196	13.53407	0.4129	2.33712	6.21483	10.35732	28.52319	51.63859	1762.24097	896.19379	49.17483	201.92771	16.36717	61.93761	121.09526	33.98985	32.94205	39.49999	46.17601	7.41092	43.82926	59.71822	245.77746	47.14023	77.76173	3.18641	0.92465	19.39666	68.48799	9.70905	27.22832	57.71738	180.75582	67.22137	36.02266	169.23508	190.39497	140.29199	0.19108	4.00816	6.38349	1.89009	309.91785	33.68847	8.06486	16.27214	206.33259	92.84031	19.19664	62.06157	130.6681	8.9985	12.75647	23.53305	47.55415	6.31541	16.94055	493.33503	448.61083	2.95055	8.20502	1.23554	25.93127	10.55011	39.21377	247.95599	177.03407	74.14901	66.69642	10.92452	6.39873	19.16308	61.46641	22.58981	20.92271	3.96083	6.30214	11.1273	43.97	42.20188	32.76085	22.85622	33.15197	38.98584	3.10079	107.65458	7.41873	36.68738	208.52301	57.70766	9.62769	304.76416	313.48765	11.35804	5.88508	42.10547	5.68726	160.81064	79.50732	33.70127	102.23266	1.82148	5.39731	26.45898	3.58457	4.15279	102.76152	51.52691	97.48583	105.63721	23.59017	3.80152	5.29233	7.34247	14.73495	30.24889	44.94086	4.78908	27.7241	15.51893	22.33812	9.67404	5.73856	45.99982	45.74175	71.68688	26.47002	71.29741	62.75268	203.63546	145.0138	95.1237	0.23061	1.47032	2.50271	1.01174	236.53047	102.61489	161.05623	13.80821	59.32916	25.55431	21.35149	36.82628	22.53133	72.78122	4.25546	5.53749	115.92823	NA	137.96523	76.47108	0.66152	118.11522	59.66814	71.98412
ko:K11732	155.47327	101.53412	1002.13724	110.45145	185.6262	330.50394	177.30019	44.89976	174.66427	34.92225	178.29254	84.52426	63.34081	215.1588	76.50816	429.30283	109.81141	301.66132	78.98385	554.00147	697.1969	106.75038	93.44244	167.7755	117.63268	749.91316	65.86604	129.3618	95.14168	257.4155	271.51711	165.8917	125.99495	162.53309	2815.22084	1562.08301	825.83348	596.5592	764.81107	676.13004	254.6328	128.29155	75.58275	58.87366	685.11957	104.15805	758.2026	621.5772	401.61912	82.07513	210.32465	139.55966	183.98791	245.08403	531.69286	42.84528	173.37083	1009.83699	590.00991	495.31644	1027.7113	516.37157	567.49582	353.38115	63.60012	457.20842	171.54131	36.05003	534.25888	544.17211	40.8483	109.97874	801.21184	244.27437	252.05291	633.44775	2002.78457	177.00447	156.61124	271.19007	477.53313	11.77665	23.74255	1088.72187	1579.80047	96.05161	588.58375	53.8589	162.31349	243.11605	84.05953	450.08915	447.30296	61.73253	59.04671	833.15657	455.63494	83.8313	51.01049	29.63934	78.08964	80.54839	125.65898	139.11902	29.10337	542.39396	378.15575	10.64848	6.65564	187.47599	2152.63102	1063.11087	11.40552	676.23859	1058.55613	1075.44767	1967.94344	984.59408	532.74303	40.80155	91.77705	116.77497	26.94065	271.40337	464.54637	343.46458	59.19409	222.29971	157.11585	69.91277	288.03968	83.9568	190.28615	166.98166	311.48567	281.60517	331.13343	303.38432	530.56257	142.73317	168.86442	6.33475	7.09154	154.45949	117.12895	33.35044	122.0276	136.41254	269.44483	510.10425	536.01241	82.99502	360.83315	111.49384	117.54721	554.9171	302.38924	188.4901	284.12416	101.17418	115.94081	100.18354	475.3876	478.53179	492.98698	465.84664	136.99355	58.99135	384.9497	879.2907	109.85581	211.57981	42.07794	47.98704	759.82394	44.07439	654.11931	804.39078	31.91097	951.98573	693.02094	248.9808
ko:K11733	204.78243	21.8815	175.27083	175.04332	176.09373	245.18098	43.0457	81.73629	273.3665	73.18374	94.07459	71.25566	100.19116	122.99747	128.02774	174.90292	132.97384	69.71627	137.80678	414.57554	486.27898	128.29768	62.60822	82.81487	141.584	640.45105	67.30725	107.12427	270.97981	166.60538	78.97351	47.31673	204.51689	220.20223	1230.68874	731.31378	203.93257	288.25356	280.54192	272.5234	126.98732	84.6287	420.35689	298.09236	166.94007	143.51592	134.70609	390.55978	518.42679	402.81969	897.48164	107.78402	126.82024	112.76489	539.54872	30.68485	83.46614	341.51962	497.60426	269.47506	559.31207	181.55567	211.9059	219.16256	97.35475	212.04886	277.89877	26.37868	1000.79699	257.75413	222.38021	44.90167	114.43853	166.1476	115.77117	157.92519	212.27486	195.9812	87.10632	457.68998	281.57581	90.34352	111.9652	509.80426	1125.49113	48.61928	131.8415	194.30796	99.11183	487.13569	76.41363	220.06636	546.89803	79.00793	123.58179	171.76096	158.96993	67.2645	103.6074	53.79991	357.05876	314.07007	283.26879	197.49251	126.75186	352.32211	198.81723	91.0359	68.38239	230.76153	672.13908	195.07411	95.59384	141.28048	309.4376	193.22637	453.55717	229.86151	197.36988	184.34196	27.94257	69.40496	27.72317	136.58263	298.4235	156.21049	224.20437	73.48639	193.66415	233.96413	64.40273	164.12315	310.51359	171.93877	310.74276	314.51571	196.97092	148.93907	137.27647	214.75705	200.37121	106.97462	48.92172	170.42652	132.43682	153.03404	269.85782	125.74163	227.84826	160.82223	228.78789	137.9259	120.74004	58.71858	92.87785	406.07068	249.65451	153.73557	109.24543	85.17868	138.88674	119.45715	413.02922	394.06386	426.02785	344.29174	175.9189	243.66033	153.56376	222.10944	119.85341	377.02132	94.99157	54.18899	272.21087	50.23312	156.0095	130.18921	84.91695	355.80498	142.7514	154.22431
ko:K11734	16.71705	55.59385	181.48786	6.73209	18.17628	38.07632	14.85251	26.52216	34.0164	3.31589	93.58936	97.86395	47.28082	19.02314	15.04271	15.11401	17.2298	24.78613	8.51126	222.50978	621.55813	7.98452	3.65134	79.73967	21.04115	527.81765	25.05144	12.78673	104.72644	81.006	27.64921	14.26178	27.02814	24.09313	2832.33763	1555.62556	13.21286	209.11933	32.35076	63.09203	203.33603	87.30871	59.80948	50.22047	18.67984	7.15612	21.94526	30.63354	89.41285	8.28012	67.88658	52.74626	33.72262	29.18618	45.74564	8.91062	22.28424	80.23633	212.6738	29.09891	23.60677	206.02622	218.46506	186.5926	10.04458	19.18214	25.13056	6.63826	410.5429	25.31397	22.01127	22.43923	219.75095	89.97654	23.43174	21.60172	121.29894	24.60669	26.6005	10.62964	21.30971	4.55213	8.78366	766.27963	1088.12602	21.48723	21.74679	8.15433	80.95549	332.69518	88.39623	322.57192	840.78844	56.71689	46.78699	56.76063	38.63152	10.36355	36.95935	23.73731	32.2374	13.12489	14.82812	16.85002	32.19924	23.19032	14.88052	50.59809	15.32857	170.1733	280.45767	131.798	6.72603	23.12197	221.64413	94.0118	209.20562	358.9457	337.87291	28.63172	4.17298	10.70687	10.24848	160.54517	53.73044	16.80929	56.20693	18.77986	38.39439	135.55918	10.90429	24.96851	331.81865	121.35552	285.01593	254.82821	31.79865	26.51528	10.10752	12.39718	13.66183	34.89001	44.17963	26.1867	47.2453	22.41752	60.28892	60.32061	56.85487	388.79781	67.2636	9.72237	232.68224	45.7722	89.82223	578.30593	243.40832	132.21117	5.56616	9.07308	18.20687	18.00523	417.97996	261.94884	334.1048	29.10235	96.6203	139.64415	9.1937	27.77082	30.29709	63.2149	314.23961	1243.10078	107.49725	1072.0236	135.89582	121.63815	404.22653	144.91534	73.30653	80.84586
