feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
CBM12	18.69147	19.24007	12.37143	24.72307	37.54981	14.4883	9.60942	46.5958	71.44605	31.69055	27.38867	27.97278	29.18888	27.13881	13.6933	12.75898	17.79683	11.33318	17.5836	16.95169	17.50332	28.70118	32.06461	27.65099	43.97547	23.57348	36.48371	36.27821	76.54425	88.90426	16.08138	19.57625	5.62755	7.26098	27.87585	23.32779	8.9346	11.84544	11.66133	11.4587	39.91114	23.12087	19.06977	11.69229	13.49078	22.01361	29.92622	9.27526	17.1283	1.68405	1.87806	1.39866	59.15282	54.68806	13.28102	23.16605	32.85269	50.57708	24.56067	2.14194	40.51012	46.95427	6.62235	10.45437	6.44417	12.08684	45.42466	6.93784	6.15803	6.432	14.77211	10.64392	12.73302	16.13987	11.69426	3.6864	19.18157	16.09802	36.73649	34.75139	14.01837	24.63987	25.35194	22.94607	11.62936	16.82079	54.22347	80.62089	51.97038	44.05845	32.79931	36.87664	22.94915	32.14058	72.48073	64.81389	96.85356	73.94202	91.48886	56.80607	71.85018	42.05876	15.93478	4.85657	28.72674	65.20305	58.49485	23.57613	83.79029	17.53281	11.47127	16.06582	54.65093	64.21997	23.51253	0.32224	0.83692	54.64962	31.75812	0.61046	0.66068	29.46041	15.59281	37.70994	24.44119	91.6485	29.3506	39.06587	37.31629	67.89123	74.17115	41.79829	57.15857	73.81551	26.97688	26.93048	41.19807	38.41319	72.0456	45.91055	63.55843	42.11712	58.61795	2.91416	8.78661	8.56061	18.0778	10.6636	4.83691	10.98105	17.09223	6.77457	6.99814	1.71332	7.3394	61.14985	52.69733	36.33494	33.35062	47.89619	61.50075	17.99696	6.64768	21.3535	24.59204	29.05808	13.4673	13.63296	9.04221	21.84736	11.06072	7.95453	19.83348	22.40469	31.98076	9.38033	4.01931	18.77568	28.12156	29.12745	26.38477	14.27147	28.17154	4.22892
CBM13	285.06606	107.7234	216.81482	225.74164	247.89977	322.3856	266.13808	101.08919	153.09843	103.74417	199.17349	137.8408	120.00933	165.33939	226.34357	231.41771	195.87546	196.65014	240.84348	191.08742	222.09173	194.57503	242.93571	145.36611	208.42916	182.48932	193.11075	180.52963	186.13021	174.79875	182.96679	241.49692	148.39085	179.31449	140.04861	145.01929	242.40122	183.73415	206.42309	184.62372	115.47402	99.54392	174.88852	203.42501	219.62667	146.75567	179.08517	189.01289	227.36534	215.77807	160.43417	142.74771	161.63249	210.35482	136.3353	187.15265	114.60213	234.00862	237.67109	136.57656	182.56441	251.62534	292.86833	295.89605	605.18285	547.18341	173.96936	596.22552	249.46624	179.66483	94.70713	227.91331	106.77339	93.52709	184.13824	168.38895	226.04787	231.74078	202.16029	216.1621	317.64886	211.17103	146.67226	207.08181	181.03757	189.7585	146.51783	180.99632	231.63657	134.5821	113.2571	125.07428	126.82358	136.32238	92.68703	110.32084	158.02079	146.71703	150.62477	200.62493	152.20419	156.26652	161.70845	197.91334	169.05645	157.10697	134.75101	306.08005	215.30695	232.06129	201.69463	170.55365	348.93482	234.56698	112.66974	147.25267	156.53922	247.40515	365.57601	115.40436	125.68647	152.34741	146.79162	190.37603	174.99819	104.66658	236.60893	341.62053	224.42711	159.53845	187.89365	165.82305	245.1111	197.04186	222.049	239.00999	192.16749	189.5931	152.7323	144.76893	256.07678	266.01665	209.5892	202.86825	215.43261	147.13101	165.28445	171.64161	151.49948	227.90825	236.58437	331.46262	321.8193	302.34543	349.55635	147.59676	147.52652	217.87481	164.17896	165.40856	167.89758	115.93944	120.96446	151.20688	153.44624	224.16147	188.89036	224.89218	191.16707	143.33404	188.34728	251.98223	173.64105	223.05659	303.48947	286.2194	219.03728	320.3636	211.90897	194.06445	342.08051	265.69994	212.40678	693.94299
CBM14	NA	NA	0.58963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16345	NA	0.16121	0.28128	NA	NA	NA	1.04871	NA	NA	NA	NA	NA	NA	0.29997	NA	NA	0.45763	0.47625	NA	0.09997	0.49217	0.1536	NA	NA	NA	NA	NA	0.26	NA	NA	NA	NA	0.15646	NA	NA	NA	NA	NA	NA	NA	0.22612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23288	0.41639	NA	NA	NA	0.25969	0.15064	0.37761	NA	0.56962	NA	NA	0.24762	0.29298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33259	NA	NA	NA	0.33609	0.2727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38724	0.23025	NA	NA	NA	NA	0.11354	0.22149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21218	0.07739	NA	NA	NA	NA	NA	0.615	NA	0.20075	NA	0.11806	0.43142	NA	NA	NA	NA	0.16873	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBM16	0.52308	0.31388	0.0525	0.04477	0.22827	0.03552	0.07741	0.74553	0.51813	0.03641	NA	NA	0.15992	NA	NA	0.0471	0.08217	0.0561	0.7295	2.53778	0.42869	0.31719	NA	NA	0.03638	0.33895	NA	0.05842	0.09586	0.07824	0.09403	0.20953	0.07489	0.10122	5.39189	6.78904	0.32968	1.08505	0.07124	0.06708	1.07635	0.9053	0.15847	0.1958	0.82618	8.9921	5.77874	0.3673	1.27784	0.15977	0.04635	0.01569	0.14605	NA	0.48894	0.4554	NA	NA	0.81526	0.71158	0.08844	0.23668	1.43044	1.48074	0.61765	0.2687	0.79254	0.12635	3.41313	10.19538	0.05784	1.76587	0.17697	0.39523	2.19451	2.35054	1.65607	1.70669	0.06577	0.10087	NA	0.14829	0.40132	0.23665	NA	0.29289	0.04875	0.18697	NA	15.22784	2.24316	3.66834	1.0978	0.1662	0.08807	0.08357	1.96758	0.28961	0.57249	0.04115	0.74498	0.21498	0.59523	0.14464	0.96665	2.07403	0.24872	0.18427	0.19318	0.18613	0.32693	1.04583	0.33133	0.70689	0.04764	0.06808	0.00826	0.52146	0.11048	0.0894	NA	0.21171	0.16691	0.93765	0.46286	0.34526	0.07646	0.36339	0.50723	0.05881	0.09297	1.3922	0.63388	1.00357	0.16748	NA	0.0821	0.10619	0.30181	0.13244	0.42604	0.70508	0.03967	0.21623	0.26432	0.1328	0.27054	0.15215	0.3475	0.3287	0.04237	NA	0.10814	0.12775	NA	0.07822	0.26495	0.32499	NA	NA	0.45376	0.12313	NA	0.08654	1.75023	0.49463	0.41394	1.29806	0.50632	1.18729	0.08478	0.08272	3.2549	2.33558	NA	NA	0.11781	0.19765	0.7841	0.16963	3.2658	0.29604	0.30577	0.14712
CBM18	NA	NA	NA	NA	NA	0.11811	NA	NA	0.12054	NA	0.19923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23815	NA	NA	NA	NA	NA	NA	0.35432	NA	0.15399	NA	NA	NA	0.27213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13317	0.42606	NA	NA	0.21902	0.29126	NA	NA	NA	NA	NA	0.2539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25601	NA	NA	NA	NA	NA	NA
CBM19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10203	NA	NA	0.12534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26726	NA	NA	NA	NA	NA	NA	0.17854	NA	NA	NA	NA	NA	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBM2	66.6096	43.92639	14.98373	118.19597	101.05278	43.20518	45.47309	85.68295	21.22581	21.41749	91.79396	105.77386	117.78657	26.70417	46.92963	39.61851	47.86925	22.10919	75.0241	50.94469	12.50996	127.174	55.53251	13.11872	50.72252	11.58852	44.71027	55.73838	32.15212	26.38779	66.78751	185.79864	54.84782	60.90475	31.62371	33.26689	31.64351	50.61241	12.39835	13.39046	38.37833	28.45676	91.86065	56.35382	27.57961	25.54219	16.974	11.90618	39.12499	85.94718	58.71492	56.81799	43.85691	33.01169	26.96214	14.26768	45.66458	44.43747	33.52026	9.98948	20.27631	15.60391	81.88041	83.87127	36.18466	36.98804	62.01864	55.02043	16.91443	10.84235	20.34115	24.08376	38.22301	15.50217	81.19168	51.64041	47.21973	46.52035	147.58978	58.86568	21.95256	38.14283	150.60873	67.09246	23.10331	43.76632	103.17862	31.92915	22.94021	38.79607	19.83456	20.98408	28.19486	41.72134	14.42295	19.30987	14.26843	51.54458	30.55729	60.61884	17.5861	58.09182	12.33671	12.57025	49.13843	9.10302	31.29555	67.19306	26.8299	137.80909	144.1779	21.34103	15.89088	30.24815	58.63754	5.50324	4.87683	18.27788	16.46892	16.17454	14.42999	30.37409	63.45035	26.13134	72.44659	10.17861	88.83805	63.05556	24.6921	57.92662	54.97608	38.92474	35.80173	27.07493	77.55745	35.45272	69.20763	67.45274	34.53181	28.74743	34.97501	36.38468	48.94123	56.4762	101.95582	28.29285	23.29726	23.4441	26.57052	80.99847	40.32459	27.92728	41.82261	21.30741	23.83943	84.97566	131.56994	67.05108	150.40237	55.49427	52.98996	47.92226	35.18907	56.06597	21.42055	48.5948	34.47389	33.77871	10.63867	8.77265	16.81279	14.38281	94.36339	93.46317	32.50761	5.13309	20.60416	23.01789	23.79019	19.06673	53.64153	23.197	47.49585	17.15253
CBM20	91.42259	123.90754	122.12254	36.08202	53.86656	254.97613	131.02525	69.34462	106.99527	143.18508	88.18571	60.29523	110.16509	70.18602	50.20498	54.74489	67.03035	8.15145	116.178	81.66247	156.0864	36.03723	48.88135	110.39219	104.11814	53.75507	47.644	85.88379	107.49139	79.45115	169.5197	172.13268	172.97235	144.65365	103.72386	106.64891	123.00261	151.65025	112.19712	98.20742	115.87991	113.81102	97.97681	70.43962	55.06522	23.6428	42.19569	39.59666	177.43254	84.43547	160.05643	169.62897	121.42753	124.97223	139.78419	114.4199	100.13909	41.12764	7.16096	50.46088	73.84851	39.5108	52.63352	58.91565	214.98535	210.64324	34.19526	176.99732	125.91335	234.35179	33.90555	75.53115	103.37956	140.86672	102.14732	177.53173	76.3981	59.13532	57.6396	49.71812	83.63331	107.06564	61.61123	80.71262	58.07552	35.27728	46.22391	48.8946	71.3239	111.4145	25.46051	62.61793	13.07311	60.64365	74.38448	56.14406	72.68208	87.58203	47.66828	102.53765	60.5368	51.22785	277.40017	240.01233	157.56118	170.8166	81.59671	56.30238	24.2236	65.08534	91.67957	333.32808	32.62235	45.63715	156.06024	111.58498	124.9377	53.53103	50.87413	188.19854	144.8778	133.39606	65.80536	40.76977	39.46421	46.40498	26.52169	40.00744	50.90342	89.95051	54.85011	296.97157	14.00424	28.59428	238.31468	350.34564	149.66401	154.7324	160.39134	150.31823	38.73627	29.33	45.47042	85.71079	82.88397	81.68442	58.22106	66.68983	75.65126	169.47563	230.89212	144.82358	111.85523	66.68725	140.61617	75.8352	72.96014	64.49791	30.81461	96.60231	36.85491	268.27675	352.6733	91.1124	137.57448	54.65689	73.97188	12.06402	183.47543	351.87723	92.52975	98.45818	136.12595	154.20293	232.73368	219.9644	72.13548	255.82837	65.18118	47.1275	294.08179	44.74249	70.63505	232.80982
CBM21	NA	NA	NA	NA	NA	NA	NA	NA	0.09884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15224	NA	NA	NA	NA	NA	NA	6.30376	NA	NA	NA	0.12198	NA	NA	NA	NA	NA	0.57134	NA	NA	NA	NA	NA	NA	NA	0.06274	NA	16.54996	0.06973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0725	NA	NA	0.32642	0.33748	NA	NA	0.2357	NA	0.07129	NA	NA	0.09068	0.09	NA	NA	NA	NA	0.19309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2048	NA	0.14208	NA	NA	NA	0.04892	NA	0.04795	NA	NA	0.20059	NA	NA	NA	NA	0.10008	NA	NA	0.08531	0.05202	0.56327	NA	NA	NA	0.68419	NA	NA	NA	3.35382	15.00514	49.24975	NA	NA	NA	NA	NA	0.03056	NA	NA	NA	NA	NA	NA	7.22583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11253	NA	NA	NA	NA	0.28438	NA
CBM22	118.88786	28.28624	36.38672	131.46945	159.35179	24.27253	8.33833	81.80267	35.77653	20.69837	54.48565	65.88815	36.35793	61.33752	70.18453	84.9983	73.58795	37.47088	35.53207	68.61603	6.04759	119.57359	87.95874	5.53482	68.14588	40.42486	92.65536	53.03952	23.06294	15.78798	98.16807	108.17098	45.02225	57.0792	63.11829	57.0142	94.37336	71.90285	43.44288	47.04648	56.29607	54.77346	83.85442	89.17667	98.74805	53.52268	41.6143	56.85423	44.55086	96.83711	67.61675	18.96163	39.22296	21.86326	27.28774	16.66411	21.85753	68.97366	141.55135	120.35537	97.31763	85.0389	107.72024	110.89586	50.68962	63.67062	82.53795	75.33334	6.73858	15.09342	97.87066	91.85928	27.87394	10.2449	88.55632	66.54132	58.72256	61.97513	107.53155	81.75438	30.57679	47.22345	45.96669	58.47011	60.36168	67.48896	67.59246	45.62195	161.11261	39.58728	71.8856	28.28065	31.29211	32.23339	14.95898	28.59842	50.32569	41.42749	30.3356	72.51091	17.97751	27.97869	6.0603	6.18198	15.20119	22.099	47.35511	77.06331	67.54393	95.33206	70.63192	14.55712	62.08796	23.03643	28.69787	19.25323	20.50738	26.33123	16.01526	17.51819	12.85215	25.26608	60.51098	21.51929	45.10512	33.74761	93.60951	79.03222	22.73033	38.19608	63.54974	28.72392	35.5416	36.71793	63.19772	34.9981	50.29235	52.27993	33.2148	36.79303	31.4916	41.13226	46.59236	68.55986	85.63018	28.06569	23.73914	15.73369	28.23172	18.84182	32.33099	81.54645	85.37577	76.7438	74.80712	91.21005	39.57289	30.98758	58.05167	41.98336	16.55065	45.02047	27.26881	36.2863	16.31398	20.72483	25.58832	40.46149	23.17872	6.42509	39.94997	62.93134	29.40766	22.39817	34.81486	7.13834	164.78993	16.24749	30.85026	23.94752	44.24549	48.30395	51.62715	28.26737
CBM23	47.77827	5.71229	0.38314	54.04377	46.82858	13.62935	4.21587	24.4794	8.48601	14.82594	23.63921	13.33774	2.89491	15.0875	19.9132	27.73772	30.98109	14.3335	30.71777	56.1709	2.86869	31.8779	87.12357	0.16236	44.80886	31.0317	39.67162	55.34633	8.34819	20.60727	14.31727	28.26656	15.50007	24.72278	11.87415	11.81753	23.27185	22.98111	39.95316	47.48628	13.32593	10.31229	50.50616	37.48529	24.55454	14.78886	9.24921	45.15666	29.41147	80.11022	39.53748	13.92467	3.65879	3.70152	11.09097	3.23935	16.60701	47.57028	60.11477	90.3869	44.74158	50.74578	45.79794	42.41655	32.49434	29.86154	62.04031	43.11357	5.81556	15.46772	83.46528	45.38695	50.04684	22.0498	39.54767	30.80537	27.50904	29.85601	56.5435	25.11941	9.847	28.83147	42.0023	31.72028	24.43968	47.23199	38.37395	19.98171	82.10171	8.74522	3.3417	2.49707	10.95983	20.2935	8.47471	22.59084	9.51497	19.90248	2.49019	17.94417	1.30845	3.78991	4.53429	9.76192	14.58472	7.07533	33.90719	58.05611	21.92063	42.01341	24.32659	13.2353	40.11743	5.36769	19.69989	1.5806	5.35436	8.25365	13.06547	7.11452	4.72253	8.98296	16.05633	6.64139	18.68959	3.11978	37.80269	53.83091	7.90037	13.53685	21.68041	17.13102	5.75036	6.17694	38.85919	25.46449	20.78195	25.48336	14.08773	8.49477	14.5873	12.47917	28.55437	30.0456	42.36781	22.29231	14.16505	12.00601	19.72434	6.94054	26.49346	22.59888	35.53666	10.33972	19.36079	22.96952	12.28676	15.01837	11.0995	22.19948	2.96951	9.72952	15.47921	9.21832	6.08402	11.09799	10.91752	9.86233	12.89206	4.32029	33.25953	58.08195	23.46637	32.2519	17.77195	3.32206	56.69566	3.8071	16.63432	25.57511	26.8795	44.40137	26.91109	15.85738
CBM24	18.15222	0.82626	3.83259	5.4372	6.80974	2.78213	5.9136	5.44327	4.56724	4.95298	3.87152	2.94226	4.97898	6.65277	8.67991	16.52407	8.02927	7.10717	28.47265	14.45347	5.43726	5.08207	10.5715	6.58357	13.75854	4.04804	6.87655	8.98583	2.99387	4.98348	11.08005	2.51818	16.98571	18.42086	3.46395	4.74112	11.11398	6.85783	187.3115	160.37948	2.21114	1.93146	10.03911	13.5076	5.48397	13.75404	7.71277	15.91338	18.20735	0.49165	1.57962	1.18338	3.48132	2.55619	4.28101	8.42911	6.09931	8.30016	0.82158	NA	16.6605	24.53146	1.22387	2.28425	3.57686	1.15298	1.79347	4.08708	1.13382	NA	2.79827	0.15768	0.58573	1.23492	13.33479	16.92977	21.22337	18.93326	1.76114	1.78598	14.30376	2.71149	7.33737	4.14618	4.96516	9.51831	5.83238	4.75857	0.847	2.02998	2.60496	1.36255	0.53381	8.11004	4.33711	6.59384	1.55841	2.35031	8.99445	3.87291	9.4935	9.36292	13.59746	40.8089	23.93029	17.12549	5.5887	30.58967	5.49293	1.20694	NA	6.65274	4.91249	7.76139	1.62438	16.46893	11.59939	5.45224	6.98432	3.16842	12.9715	2.39672	11.27073	8.87882	11.30139	3.32061	5.76709	7.34008	11.27911	7.92033	5.40341	1.81336	4.47104	6.15002	3.81658	6.37588	7.19111	8.511	1.40068	1.10004	4.95129	8.51161	4.63951	0.05273	0.38299	4.4279	5.70127	2.01907	1.1885	4.05293	5.84946	15.06959	24.72122	7.7633	15.86558	15.11329	7.45252	8.089	3.05706	7.37036	3.0447	2.87795	2.95644	2.18434	11.21991	7.26792	8.19538	3.22709	5.89416	2.32353	122.91276	224.11284	0.46651	11.15306	6.36143	12.5493	6.52825	7.55191	7.1932	10.84143	2.28841	15.30508	14.20146	4.90637
CBM25	6.87376	4.00399	NA	31.6971	33.88017	22.38901	31.93305	14.06593	24.14382	NA	8.39983	21.33744	24.46439	8.74188	8.28315	26.69483	7.01573	20.12466	8.32989	9.33738	NA	35.0945	0.87844	NA	2.02969	NA	12.81461	7.07654	10.78088	26.75939	40.43916	22.76263	4.12523	5.69393	0.47187	1.23094	31.34344	8.77174	5.67973	3.66917	0.32453	0.48148	100.8183	11.18302	5.32087	11.35767	6.81601	6.87088	0.28805	NA	NA	11.66508	7.73449	7.41995	17.27977	39.72873	2.26404	2.88286	9.63044	0.41922	58.84774	88.76734	9.58423	10.41854	7.93032	4.80696	0.9341	5.21146	0.40518	2.32144	4.44418	30.35842	2.86235	25.96417	10.79763	7.08542	28.62464	77.48372	29.47218	24.9219	0.33735	6.93309	9.71077	5.80506	57.79108	40.75167	8.9696	17.09908	1.58747	21.03494	17.81706	43.34862	136.28188	19.4697	43.54301	40.02565	4.97846	27.34088	46.81817	21.08167	54.04436	33.11613	14.81018	18.97915	24.34002	6.60722	29.02955	35.61837	2.38703	0.10991	6.16734	7.25548	17.72625	23.46833	1.59758	21.94297	19.58842	15.47493	37.49646	23.92247	9.4624	4.23169	54.00368	17.20787	16.27706	38.39524	31.42401	35.39086	0.30832	12.60046	35.18375	14.92608	43.43757	52.99526	4.5229	8.98144	18.7609	21.44291	10.05194	20.72356	33.05617	22.87147	1.4079	0.20225	1.90972	13.88125	25.73318	41.79989	101.79962	20.78893	12.81421	11.41457	14.53186	6.30829	12.01435	1.23078	6.08288	7.67063	39.06556	8.8502	72.98997	37.00034	2.36416	35.69426	1.16607	15.24625	0.46028	6.37464	7.051	9.69104	4.20494	6.40344	12.18153	5.65201	6.19202	0.95528	NA	0.21237	1.45663	0.69551	10.13674	0.67755	2.34492	4.96414
CBM26	177.49089	24.98548	0.25132	312.62961	38.25526	86.72338	140.20771	86.33151	76.93455	0.07012	68.8779	31.51549	33.06524	108.6102	112.0677	87.05785	46.06418	403.90909	25.54812	52.68842	0.25169	258.43571	274.18069	0.49296	347.02667	0.26384	294.29032	202.4069	75.4456	78.23573	79.41675	38.07625	151.27778	185.07571	54.56681	71.56332	30.73498	5.66155	62.72212	47.01637	100.44763	103.84301	35.62609	57.99466	163.45714	33.72078	64.12023	113.29816	219.41699	138.61363	4.33445	34.80174	75.67666	89.62971	12.90236	29.36456	50.06527	44.35287	26.5385	1.4224	222.12502	72.42958	12.30552	15.36253	203.36656	154.93069	160.52645	145.4724	713.52918	0.4232	32.82269	72.3007	24.45407	39.33923	24.70257	3.42669	68.15475	244.53741	391.41512	369.09058	133.05667	52.90865	38.25224	328.28701	160.24343	290.57447	73.40399	134.63435	24.28473	235.28704	276.24339	124.07139	296.10725	58.36069	58.61489	69.49114	58.02273	49.9234	43.68079	77.425	74.14985	22.13896	53.82955	46.80893	32.45085	44.81728	60.01085	361.89438	42.09402	21.64494	9.89409	20.68191	224.18759	108.80464	123.90782	40.08687	43.62731	125.81778	329.56807	65.49308	21.8642	21.79953	229.12222	132.84372	21.69527	31.1473	41.62278	144.14199	27.70943	119.23228	81.76704	7.10019	84.23742	80.98219	39.93359	74.58505	90.62557	92.37172	37.51994	102.39666	143.52403	55.71676	98.58967	NA	26.10563	51.74892	30.90404	66.83293	243.35334	37.8752	62.77556	28.94965	68.90959	1.95135	25.34897	64.76433	95.62644	94.61572	85.59286	24.94382	109.8002	40.23014	49.77856	75.72225	31.71523	61.78873	25.95988	127.97917	6.16786	10.18241	38.25693	87.01078	47.21659	9.96217	40.95769	79.4028	72.03893	55.25677	90.05836	95.28541	19.4059	229.0645	117.338	224.85216
CBM27	41.85409	6.62334	0.2573	52.02278	41.75152	12.66287	0.57995	20.19804	6.62132	15.72422	12.67513	10.69592	1.74029	13.52422	7.62205	19.81571	27.13902	1.92039	20.91933	59.05354	1.73759	25.35739	62.80404	0.26301	36.29302	29.73074	33.28696	45.29925	7.31578	21.39288	0.59193	0.53154	6.07675	12.07732	9.29535	8.06867	15.40782	3.8248	41.90468	46.26223	2.2982	4.07504	43.42274	31.66806	21.55449	13.32481	8.24532	44.00972	29.42812	82.1563	38.89668	13.13012	1.5649	2.6753	7.01258	2.1016	6.68498	37.61597	43.65588	96.80751	47.43887	52.99412	21.65596	20.10981	25.87928	20.59768	54.52682	37.36312	3.81649	15.68097	75.00617	49.32035	49.99575	18.40303	29.58479	33.45152	30.11239	33.76193	45.37532	11.30322	8.32529	20.07609	44.85308	28.32665	8.86811	24.12155	39.20795	17.29165	78.73371	0.64849	0.26419	0.92177	1.31292	4.86484	7.07615	17.93789	0.99076	3.39058	0.1919	0.10857	0.45141	0.08144	2.5654	1.96555	7.10847	0.68841	29.02924	59.17857	14.62154	16.60618	6.42215	8.47172	35.65227	3.06664	19.83661	1.45113	6.80982	4.76267	3.16251	7.56983	6.54086	6.03299	8.26753	3.05159	9.05121	2.01181	34.77772	39.76999	9.05303	6.58563	15.07277	11.33342	6.10484	3.58799	32.4499	17.15342	16.00514	16.57029	2.93538	2.76366	10.86619	10.47675	24.71622	28.50543	29.84066	21.35165	9.25919	11.84214	16.86674	3.7715	23.89668	13.91026	17.70988	5.65773	10.64003	2.62731	9.19126	3.77183	9.16521	21.58603	0.78409	7.45511	14.16598	7.41777	0.07787	NA	1.10065	3.44589	10.19683	3.48013	34.02734	59.15762	11.00097	9.30763	14.1563	2.29056	49.5803	2.08193	1.57919	1.82185	18.17401	33.75681	5.43083	14.97733
