Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environmental_package,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR7959460,AMPLICON,551,51596935,PRJEB49980,SAMEA12221454,30984148,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526681,SAMEA12221454,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221454,6201713510,Illumina MiSeq,ERP134527,6201713510
ERR7959461,AMPLICON,452,52278969,PRJEB49980,SAMEA12221455,28819816,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526682,SAMEA12221455,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T22:03:00Z,1,SAMEA12221455,6201713511,Illumina MiSeq,ERP134527,6201713511
ERR7959462,AMPLICON,551,35662529,PRJEB49980,SAMEA12221456,20962389,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526683,SAMEA12221456,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221456,6201713512,Illumina MiSeq,ERP134527,6201713512
ERR7959463,AMPLICON,551,38552092,PRJEB49980,SAMEA12221457,23254346,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526684,SAMEA12221457,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T08:49:00Z,1,SAMEA12221457,6201713519,Illumina MiSeq,ERP134527,6201713519
ERR7959464,AMPLICON,551,38897349,PRJEB49980,SAMEA12221458,23188032,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526685,SAMEA12221458,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T01:31:00Z,1,SAMEA12221458,6201713520,Illumina MiSeq,ERP134527,6201713520
ERR7959465,AMPLICON,551,33392963,PRJEB49980,SAMEA12221459,19945873,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526686,SAMEA12221459,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T19:32:00Z,1,SAMEA12221459,6201713521,Illumina MiSeq,ERP134527,6201713521
ERR7959466,AMPLICON,551,65305365,PRJEB49980,SAMEA12221460,38150344,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526687,SAMEA12221460,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T06:34:00Z,1,SAMEA12221460,6201713522,Illumina MiSeq,ERP134527,6201713522
ERR7959467,AMPLICON,551,103772716,PRJEB49980,SAMEA12221461,61567096,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526688,SAMEA12221461,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-17T08:55:00Z,1,SAMEA12221461,6201713523,Illumina MiSeq,ERP134527,6201713523
ERR7959468,AMPLICON,551,48312766,PRJEB49980,SAMEA12221462,28762952,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526689,SAMEA12221462,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T05:47:00Z,1,SAMEA12221462,6201713526,Illumina MiSeq,ERP134527,6201713526
ERR7959469,AMPLICON,551,59514306,PRJEB49980,SAMEA12221463,35406507,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526690,SAMEA12221463,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221463,6201713527,Illumina MiSeq,ERP134527,6201713527
ERR7959470,AMPLICON,551,32339378,PRJEB49980,SAMEA12221464,19428729,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526691,SAMEA12221464,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221464,6201713529,Illumina MiSeq,ERP134527,6201713529
ERR7959471,AMPLICON,551,36602914,PRJEB49980,SAMEA12221465,21893877,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526692,SAMEA12221465,University of Lubeck,University of Lubeck,2022-01-28T00:21:26Z,2022-01-28T00:21:26Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221465,6201713530,Illumina MiSeq,ERP134527,6201713530
ERR7959472,AMPLICON,551,56181110,PRJEB49980,SAMEA12221466,33148826,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526693,SAMEA12221466,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221466,6201713531,Illumina MiSeq,ERP134527,6201713531
ERR7959473,AMPLICON,551,32123720,PRJEB49980,SAMEA12221467,19055816,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526694,SAMEA12221467,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T19:09:00Z,1,SAMEA12221467,6201713532,Illumina MiSeq,ERP134527,6201713532
ERR7959474,AMPLICON,551,27406155,PRJEB49980,SAMEA12221468,16226187,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526695,SAMEA12221468,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221468,6201713533,Illumina MiSeq,ERP134527,6201713533
ERR7959475,AMPLICON,551,67571054,PRJEB49980,SAMEA12221469,39044510,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526696,SAMEA12221469,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T20:48:00Z,1,SAMEA12221469,6201713534,Illumina MiSeq,ERP134527,6201713534
ERR7959476,AMPLICON,551,39543971,PRJEB49980,SAMEA12221470,23152093,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526697,SAMEA12221470,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221470,6201713535,Illumina MiSeq,ERP134527,6201713535
ERR7959477,AMPLICON,551,21672030,PRJEB49980,SAMEA12221471,13134194,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526698,SAMEA12221471,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221471,7201713422,Illumina MiSeq,ERP134527,7201713422
ERR7959478,AMPLICON,551,30332726,PRJEB49980,SAMEA12221472,19561335,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526699,SAMEA12221472,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T22:30:00Z,1,SAMEA12221472,7201713439,Illumina MiSeq,ERP134527,7201713439
ERR7959479,AMPLICON,551,24470953,PRJEB49980,SAMEA12221473,14633330,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526700,SAMEA12221473,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T01:12:00Z,1,SAMEA12221473,7201713495,Illumina MiSeq,ERP134527,7201713495
ERR7959480,AMPLICON,551,28031954,PRJEB49980,SAMEA12221474,16731866,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526701,SAMEA12221474,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221474,7201713496,Illumina MiSeq,ERP134527,7201713496
ERR7959481,AMPLICON,551,23183274,PRJEB49980,SAMEA12221475,14176772,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526702,SAMEA12221475,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T19:00:00Z,1,SAMEA12221475,7201713499,Illumina MiSeq,ERP134527,7201713499
